➤ python -m src.preliminary.edit.perlogic_delta_batch --lr 2e-05 --out_root /sfs/weka/scratch/vjd5zr/project/ReasonEdit/results/output/perlogic
Sliding Window Attention is enabled but not implemented for `sdpa`; unexpected results may be encountered.
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|█████     | 1/2 [00:02<00:02,  2.28s/it]Loading checkpoint shards: 100%|██████████| 2/2 [00:03<00:00,  1.72s/it]Loading checkpoint shards: 100%|██████████| 2/2 [00:03<00:00,  1.80s/it]
/project/uvadm/zhenyu/miniconda3/envs/mechanistic/lib/python3.10/site-packages/transformers/generation/configuration_utils.py:631: UserWarning: `do_sample` is set to `False`. However, `temperature` is set to `0.7` -- this flag is only used in sample-based generation modes. You should set `do_sample=True` or unset `temperature`.
  warnings.warn(
/project/uvadm/zhenyu/miniconda3/envs/mechanistic/lib/python3.10/site-packages/transformers/generation/configuration_utils.py:636: UserWarning: `do_sample` is set to `False`. However, `top_p` is set to `0.8` -- this flag is only used in sample-based generation modes. You should set `do_sample=True` or unset `top_p`.
  warnings.warn(
/project/uvadm/zhenyu/miniconda3/envs/mechanistic/lib/python3.10/site-packages/transformers/generation/configuration_utils.py:653: UserWarning: `do_sample` is set to `False`. However, `top_k` is set to `20` -- this flag is only used in sample-based generation modes. You should set `do_sample=True` or unset `top_k`.
  warnings.warn(
Loaded model with trainable LoRA parameters:
trainable params: 3,686,400 || all params: 3,089,625,088 || trainable%: 0.1193
Loaded 600 (train, eval) pairs.
[✓] group 3: seeds=[0, 1, 2, 3, 4, 5, 6, 7, 9, 10] lrs=[2e-05] → results/figures/cluster/edit/m0-1-2-3-4-5-6-7-9-10/m2em05/origin/group_3
[✓] group 4: seeds=[0, 1, 2, 3, 4, 5, 6, 8, 9, 10] lrs=[2e-05] → results/figures/cluster/edit/m0-1-2-3-4-5-6-8-9-10/m2em05/origin/group_4
[✓] group 5: seeds=[0, 1, 2, 3, 4, 5, 7, 8, 9, 10] lrs=[2e-05] → results/figures/cluster/edit/m0-1-2-3-4-5-7-8-9-10/m2em05/origin/group_5
[✓] group 6: seeds=[0, 1, 2, 3, 4, 6, 7, 8, 9, 10] lrs=[2e-05] → results/figures/cluster/edit/m0-1-2-3-4-6-7-8-9-10/m2em05/origin/group_6
[✓] group 7: seeds=[0, 1, 2, 3, 5, 6, 7, 8, 9, 10] lrs=[2e-05] → results/figures/cluster/edit/m0-1-2-3-5-6-7-8-9-10/m2em05/origin/group_7
[✓] group 8: seeds=[0, 1, 2, 4, 5, 6, 7, 8, 9, 10] lrs=[2e-05] → results/figures/cluster/edit/m0-1-2-4-5-6-7-8-9-10/m2em05/origin/group_8
[✓] group 9: seeds=[0, 1, 3, 4, 5, 6, 7, 8, 9, 10] lrs=[2e-05] → results/figures/cluster/edit/m0-1-3-4-5-6-7-8-9-10/m2em05/origin/group_9
[✓] group 10: seeds=[0, 2, 3, 4, 5, 6, 7, 8, 9, 10] lrs=[2e-05] → results/figures/cluster/edit/m0-2-3-4-5-6-7-8-9-10/m2em05/origin/group_10
[✓] group 11: seeds=[1, 2, 3, 4, 5, 6, 7, 8, 9, 10] lrs=[2e-05] → results/figures/cluster/edit/m1-2-3-4-5-6-7-8-9-10/m2em05/origin/group_11
[✓] violin plots written under results/figures/cluster/edit/violin/origin (2D, X-only, Y-only)
➤ python -m tools.plot_cluster --distance jaccard --lrs 2e-05 --seeds 0 1 2 3 4 5 6 7 8 9 10 --combine 10
[✓] group 1: seeds=[0, 1, 2, 3, 4, 5, 6, 7, 8, 9] lrs=[2e-05] → results/figures/cluster/jaccard/m0-1-2-3-4-5-6-7-8-9/m2em05/origin/group_1
[✓] group 2: seeds=[0, 1, 2, 3, 4, 5, 6, 7, 8, 10] lrs=[2e-05] → results/figures/cluster/jaccard/m0-1-2-3-4-5-6-7-8-10/m2em05/origin/group_2
[✓] group 3: seeds=[0, 1, 2, 3, 4, 5, 6, 7, 9, 10] lrs=[2e-05] → results/figures/cluster/jaccard/m0-1-2-3-4-5-6-7-9-10/m2em05/origin/group_3
[✓] group 4: seeds=[0, 1, 2, 3, 4, 5, 6, 8, 9, 10] lrs=[2e-05] → results/figures/cluster/jaccard/m0-1-2-3-4-5-6-8-9-10/m2em05/origin/group_4
[✓] group 5: seeds=[0, 1, 2, 3, 4, 5, 7, 8, 9, 10] lrs=[2e-05] → results/figures/cluster/jaccard/m0-1-2-3-4-5-7-8-9-10/m2em05/origin/group_5
[✓] group 6: seeds=[0, 1, 2, 3, 4, 6, 7, 8, 9, 10] lrs=[2e-05] → results/figures/cluster/jaccard/m0-1-2-3-4-6-7-8-9-10/m2em05/origin/group_6
[✓] group 7: seeds=[0, 1, 2, 3, 5, 6, 7, 8, 9, 10] lrs=[2e-05] → results/figures/cluster/jaccard/m0-1-2-3-5-6-7-8-9-10/m2em05/origin/group_7
[✓] group 8: seeds=[0, 1, 2, 4, 5, 6, 7, 8, 9, 10] lrs=[2e-05] → results/figures/cluster/jaccard/m0-1-2-4-5-6-7-8-9-10/m2em05/origin/group_8
[✓] group 9: seeds=[0, 1, 3, 4, 5, 6, 7, 8, 9, 10] lrs=[2e-05] → results/figures/cluster/jaccard/m0-1-3-4-5-6-7-8-9-10/m2em05/origin/group_9
[✓] group 10: seeds=[0, 2, 3, 4, 5, 6, 7, 8, 9, 10] lrs=[2e-05] → results/figures/cluster/jaccard/m0-2-3-4-5-6-7-8-9-10/m2em05/origin/group_10
[✓] group 11: seeds=[1, 2, 3, 4, 5, 6, 7, 8, 9, 10] lrs=[2e-05] → results/figures/cluster/jaccard/m1-2-3-4-5-6-7-8-9-10/m2em05/origin/group_11
[✓] violin plots written under results/figures/cluster/jaccard/violin/origin (2D, X-only, Y-only)
